"Year","FullGeoName","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening","State","Average_Temperature_F"
2004,"PA, Lycoming",42081,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Montgomery",42091,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Northampton",42095,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Northumberland",42097,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Perry",42099,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Philadelphia",42101,"Human infections and non-human activity",1,1,1,"PA",52.1
2004,"PA, Pike",42103,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Snyder",42109,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Susquehanna",42115,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Union",42119,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Venango",42121,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Warren",42123,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, Washington",42125,"Non-human activity",0,0,0,"PA",52.1
2004,"PA, York",42133,"Human infections and non-human activity",2,1,0,"PA",52.1
2004,"RI, Bristol",44001,"Non-human activity",0,0,0,"RI",52.1
2004,"RI, Providence",44007,"Non-human activity",0,0,0,"RI",52.1
2004,"SC, Aiken",45003,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Anderson",45007,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Berkeley",45015,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Dillon",45033,"Human infections and non-human activity",1,0,0,"SC",52.1
2004,"SC, Edgefield",45037,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Florence",45041,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Greenville",45045,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Kershaw",45055,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Marion",45067,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Newberry",45071,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Orangeburg",45075,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Richland",45079,"Non-human activity",0,0,0,"SC",52.1
2004,"SC, Spartanburg",45083,"Human infections",1,0,0,"SC",52.1
2004,"SD, Aurora",46003,"Human infections",1,0,0,"SD",52.1
2004,"SD, Beadle",46005,"Human infections and non-human activity",2,0,0,"SD",52.1
2004,"SD, Bon Homme",46009,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Brookings",46011,"Human infections and non-human activity",1,0,0,"SD",52.1
2004,"SD, Brown",46013,"Human infections and non-human activity",5,0,0,"SD",52.1
2004,"SD, Butte",46019,"Human infections",2,1,0,"SD",52.1
2004,"SD, Charles Mix",46023,"Human infections and non-human activity",2,0,0,"SD",52.1
2004,"SD, Clark",46025,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Codington",46029,"Human infections",1,0,0,"SD",52.1
2004,"SD, Corson",46031,"Human infections",1,0,0,"SD",52.1
2004,"SD, Davison",46035,"Human infections and non-human activity",2,0,0,"SD",52.1
2004,"SD, Day",46037,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Dewey",46041,"Human infections",1,0,0,"SD",52.1
2004,"SD, Douglas",46043,"Human infections",1,0,0,"SD",52.1
2004,"SD, Fall River",46047,"Human infections",1,0,0,"SD",52.1
2004,"SD, Grant",46051,"Human infections and non-human activity",1,0,0,"SD",52.1
2004,"SD, Hamlin",46057,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Hand",46059,"Human infections",0,0,1,"SD",52.1
2004,"SD, Hughes",46065,"Human infections and non-human activity",2,1,0,"SD",52.1
2004,"SD, Hutchinson",46067,"Human infections",1,0,0,"SD",52.1
2004,"SD, Jackson",46071,"Human infections",1,1,0,"SD",52.1
2004,"SD, Kingsbury",46077,"Human infections and non-human activity",1,0,0,"SD",52.1
2004,"SD, Lawrence",46081,"Human infections",1,0,0,"SD",52.1
2004,"SD, Lincoln",46083,"Human infections and non-human activity",1,0,1,"SD",52.1
2004,"SD, Lyman",46085,"Human infections",1,0,0,"SD",52.1
2004,"SD, Mccook",46087,"Human infections",1,0,0,"SD",52.1
2004,"SD, Mcpherson",46089,"Human infections",1,0,0,"SD",52.1
2004,"SD, Marshall",46091,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Meade",46093,"Human infections",3,0,0,"SD",52.1
2004,"SD, Miner",46097,"Human infections",1,0,0,"SD",52.1
2004,"SD, Minnehaha",46099,"Human infections and non-human activity",5,2,0,"SD",52.1
2004,"SD, Moody",46101,"Human infections",1,0,0,"SD",52.1
2004,"SD, Pennington",46103,"Human infections and non-human activity",3,0,0,"SD",52.1
2004,"SD, Perkins",46105,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Potter",46107,"Non-human activity",0,0,0,"SD",52.1
2004,"SD, Roberts",46109,"Human infections",1,1,0,"SD",52.1
2004,"SD, Spink",46115,"Human infections",1,0,0,"SD",52.1
2004,"SD, Todd",46121,"Human infections",1,0,0,"SD",52.1
2004,"SD, Tripp",46123,"Human infections",3,0,1,"SD",52.1
2004,"SD, Turner",46125,"Human infections",1,0,0,"SD",52.1
2004,"SD, Yankton",46135,"Non-human activity",0,0,0,"SD",52.1
2004,"TN, Bedford",47003,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Benton",47005,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Carter",47019,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Crockett",47033,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Davidson",47037,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Dyer",47045,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Fayette",47047,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Gibson",47053,"Human infections",1,1,0,"TN",52.1
2004,"TN, Greene",47059,"Human infections and non-human activity",1,1,0,"TN",52.1
2004,"TN, Hamilton",47065,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Hardeman",47069,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Haywood",47075,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Henry",47079,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Knox",47093,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Lincoln",47103,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Loudon",47105,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Mcnairy",47109,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Madison",47113,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Obion",47131,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Polk",47139,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Rhea",47143,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Sevier",47155,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Shelby",47157,"Human infections and non-human activity",12,11,0,"TN",52.1
2004,"TN, Sullivan",47163,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Tipton",47167,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Washington",47179,"Non-human activity",0,0,0,"TN",52.1
2004,"TN, Weakley",47183,"Non-human activity",0,0,0,"TN",52.1
2004,"TX, Anderson",48001,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Andrews",48003,"Human infections and non-human activity",4,2,0,"TX",52.1
2004,"TX, Angelina",48005,"Human infections and non-human activity",2,1,0,"TX",52.1
2004,"TX, Austin",48015,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Bastrop",48021,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Bexar",48029,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Bosque",48035,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Bowie",48037,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Brazoria",48039,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Brazos",48041,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Burleson",48051,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Burnet",48053,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Callahan",48059,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Cameron",48061,"Human infections",1,1,0,"TX",52.1
2004,"TX, Carson",48065,"Human infections",1,0,2,"TX",52.1
2004,"TX, Cass",48067,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Castro",48069,"Human infections",1,0,0,"TX",52.1
2004,"TX, Cherokee",48073,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Childress",48075,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Cochran",48079,"Human infections",2,0,0,"TX",52.1
2004,"TX, Collin",48085,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Coryell",48099,"Human infections",0,0,1,"TX",52.1
2004,"TX, Crosby",48107,"Human infections",1,0,0,"TX",52.1
2004,"TX, Dallam",48111,"Human infections and non-human activity",1,0,0,"TX",52.1
2004,"TX, Dallas",48113,"Human infections and non-human activity",15,11,0,"TX",52.1
2004,"TX, Deaf Smith",48117,"Human infections",1,0,0,"TX",52.1
2004,"TX, Denton",48121,"Human infections",0,0,1,"TX",52.1
2004,"TX, Donley",48129,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Ector",48135,"Human infections and non-human activity",2,2,0,"TX",52.1
2004,"TX, El Paso",48141,"Human infections and non-human activity",29,25,2,"TX",52.1
2004,"TX, Fayette",48149,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Floyd",48153,"Human infections",1,0,0,"TX",52.1
2004,"TX, Fort Bend",48157,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Freestone",48161,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Gaines",48165,"Human infections",2,0,0,"TX",52.1
2004,"TX, Galveston",48167,"Human infections and non-human activity",1,1,1,"TX",52.1
2004,"TX, Garza",48169,"Human infections",1,1,0,"TX",52.1
2004,"TX, Glasscock",48173,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Gregg",48183,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Grimes",48185,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Hale",48189,"Human infections",5,3,0,"TX",52.1
2004,"TX, Hardin",48199,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Harris",48201,"Human infections and non-human activity",34,28,3,"TX",52.1
2004,"TX, Haskell",48207,"Human infections",1,0,0,"TX",52.1
2004,"TX, Hays",48209,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Hemphill",48211,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Henderson",48213,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Hidalgo",48215,"Human infections",2,1,0,"TX",52.1
2004,"TX, Hill",48217,"Human infections",0,0,1,"TX",52.1
2004,"TX, Hockley",48219,"Human infections",4,2,0,"TX",52.1
2004,"TX, Hopkins",48223,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Houston",48225,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Howard",48227,"Human infections",1,0,0,"TX",52.1
2004,"TX, Hunt",48231,"Human infections",1,1,0,"TX",52.1
2004,"TX, Hutchinson",48233,"Human infections",1,1,0,"TX",52.1
2004,"TX, Jackson",48239,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Jasper",48241,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Jeff Davis",48243,"Human infections",1,1,0,"TX",52.1
2004,"TX, Jefferson",48245,"Human infections and non-human activity",6,4,0,"TX",52.1
2004,"TX, Kaufman",48257,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Lamar",48277,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Lampasas",48281,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, La Salle",48283,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Lavaca",48285,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Leon",48289,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Liberty",48291,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Lipscomb",48295,"Human infections",1,0,0,"TX",52.1
2004,"TX, Lubbock",48303,"Human infections and non-human activity",7,4,2,"TX",52.1
2004,"TX, Mclennan",48309,"Human infections and non-human activity",1,0,0,"TX",52.1
2004,"TX, Madison",48313,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Matagorda",48321,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Midland",48329,"Human infections and non-human activity",2,1,0,"TX",52.1
2004,"TX, Milam",48331,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Mills",48333,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Montgomery",48339,"Human infections and non-human activity",1,1,1,"TX",52.1
2004,"TX, Motley",48345,"Human infections",2,2,0,"TX",52.1
2004,"TX, Nolan",48353,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Nueces",48355,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Ochiltree",48357,"Human infections",1,0,0,"TX",52.1
2004,"TX, Oldham",48359,"Human infections",2,1,0,"TX",52.1
2004,"TX, Orange",48361,"Human infections and non-human activity",3,3,0,"TX",52.1
2004,"TX, Parmer",48369,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Pecos",48371,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Polk",48373,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Potter",48375,"Human infections and non-human activity",1,1,2,"TX",52.1
2004,"TX, Presidio",48377,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Rains",48379,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Randall",48381,"Human infections and non-human activity",6,1,0,"TX",52.1
2004,"TX, Red River",48387,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Robertson",48395,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Sabine",48403,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, San Jacinto",48407,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, San Patricio",48409,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Sherman",48421,"Human infections and non-human activity",2,1,0,"TX",52.1
2004,"TX, Smith",48423,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Swisher",48437,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Tarrant",48439,"Human infections and non-human activity",8,5,0,"TX",52.1
2004,"TX, Taylor",48441,"Human infections and non-human activity",2,1,0,"TX",52.1
2004,"TX, Terrell",48443,"Human infections",1,0,0,"TX",52.1
2004,"TX, Titus",48449,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Travis",48453,"Human infections and non-human activity",4,3,0,"TX",52.1
2004,"TX, Upshur",48459,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Upton",48461,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Uvalde",48463,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Van Zandt",48467,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Walker",48471,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Waller",48473,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Washington",48477,"Human infections and non-human activity",1,1,0,"TX",52.1
2004,"TX, Wheeler",48483,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Wichita",48485,"Human infections and non-human activity",1,0,0,"TX",52.1
2004,"TX, Williamson",48491,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Wilson",48493,"Non-human activity",0,0,0,"TX",52.1
2004,"TX, Wood",48499,"Non-human activity",0,0,0,"TX",52.1
2004,"UT, Box Elder",49003,"Human infections",1,1,0,"UT",52.1
2004,"UT, Davis",49011,"Human infections",1,1,0,"UT",52.1
2004,"UT, Duchesne",49013,"Human infections and non-human activity",2,1,0,"UT",52.1
2004,"UT, Emery",49015,"Non-human activity",0,0,0,"UT",52.1
2004,"UT, Grand",49019,"Non-human activity",0,0,0,"UT",52.1
2004,"UT, Kane",49025,"Non-human activity",0,0,0,"UT",52.1
2004,"UT, Salt Lake",49035,"Human infections and non-human activity",2,1,0,"UT",52.1
2004,"UT, San Juan",49037,"Non-human activity",0,0,0,"UT",52.1
2004,"UT, Uintah",49047,"Non-human activity",0,0,0,"UT",52.1
2004,"UT, Utah",49049,"Human infections",1,0,0,"UT",52.1
2004,"UT, Washington",49053,"Human infections and non-human activity",4,2,0,"UT",52.1
2004,"VT, Chittenden",50007,"Non-human activity",0,0,0,"VT",52.1
2004,"VT, Franklin",50011,"Non-human activity",0,0,0,"VT",52.1
2004,"VT, Rutland",50021,"Non-human activity",0,0,0,"VT",52.1
2004,"VT, Windham",50025,"Non-human activity",0,0,0,"VT",52.1
2004,"VT, Windsor",50027,"Non-human activity",0,0,0,"VT",52.1
2004,"VA, Accomack",51001,"Human infections",1,1,0,"VA",52.1
2004,"VA, Albemarle",51003,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Amelia",51007,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Arlington",51013,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Augusta",51015,"Human infections",1,1,0,"VA",52.1
2004,"VA, Bedford",51019,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Botetourt",51023,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Chesterfield",51041,"Human infections and non-human activity",1,1,0,"VA",52.1
2004,"VA, Culpeper",51047,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Fairfax",51059,"Human infections and non-human activity",1,1,0,"VA",52.1
2004,"VA, Gloucester",51073,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Halifax",51083,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Henrico",51087,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Isle Of Wight",51093,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Loudoun",51107,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Montgomery",51121,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Orange",51137,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Page",51139,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Prince Edward",51147,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Prince William",51153,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Roanoke",51161,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Rockingham",51165,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Washington",51191,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Wise",51195,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Alexandria City",51510,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Chesapeake City",51550,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Fredericksburg City",51630,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Hampton City",51650,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Norfolk City",51710,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Poquoson City",51735,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Portsmouth City",51740,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Richmond City",51760,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Roanoke City",51770,"Human infections and non-human activity",1,1,0,"VA",52.1
2004,"VA, Suffolk City",51800,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Virginia Beach City",51810,"Non-human activity",0,0,0,"VA",52.1
2004,"VA, Waynesboro City",51820,"Non-human activity",0,0,0,"VA",52.1
2004,"WV, Berkeley",54003,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Boone",54005,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Braxton",54007,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Hampshire",54027,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Hardy",54031,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Jackson",54035,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Jefferson",54037,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Kanawha",54039,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Morgan",54065,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Taylor",54091,"Non-human activity",0,0,0,"WV",52.1
2004,"WV, Wood",54107,"Non-human activity",0,0,0,"WV",52.1
2004,"WI, Adams",55001,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Ashland",55003,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Barron",55005,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Bayfield",55007,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Brown",55009,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Calumet",55015,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Chippewa",55017,"Human infections and non-human activity",1,0,0,"WI",52.1
2004,"WI, Clark",55019,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Columbia",55021,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Crawford",55023,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Dane",55025,"Human infections and non-human activity",1,0,0,"WI",52.1
2004,"WI, Dodge",55027,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Door",55029,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Douglas",55031,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Dunn",55033,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Eau Claire",55035,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Fond Du Lac",55039,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Grant",55043,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Green",55045,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Green Lake",55047,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Iowa",55049,"Human infections",1,0,1,"WI",52.1
2004,"WI, Iron",55051,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Jackson",55053,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Jefferson",55055,"Human infections and non-human activity",1,1,0,"WI",52.1
2004,"WI, Kenosha",55059,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Kewaunee",55061,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, La Crosse",55063,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Langlade",55067,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Lincoln",55069,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Manitowoc",55071,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Marathon",55073,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Marinette",55075,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Marquette",55077,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Milwaukee",55079,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Monroe",55081,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Oneida",55085,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Outagamie",55087,"Human infections and non-human activity",1,1,0,"WI",52.1
2004,"WI, Ozaukee",55089,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Pepin",55091,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Pierce",55093,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Polk",55095,"Human infections",1,0,0,"WI",52.1
2004,"WI, Portage",55097,"Human infections and non-human activity",1,1,0,"WI",52.1
2004,"WI, Racine",55101,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Richland",55103,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Rock",55105,"Human infections and non-human activity",1,0,0,"WI",52.1
2004,"WI, Rusk",55107,"Human infections and non-human activity",1,0,0,"WI",52.1
2004,"WI, St Croix",55109,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Sauk",55111,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Sawyer",55113,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Shawano",55115,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Sheboygan",55117,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Trempealeau",55121,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Vilas",55125,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Walworth",55127,"Human infections and non-human activity",1,0,0,"WI",52.1
2004,"WI, Washburn",55129,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Washington",55131,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Waukesha",55133,"Human infections and non-human activity",0,0,1,"WI",52.1
2004,"WI, Waupaca",55135,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Waushara",55137,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Winnebago",55139,"Non-human activity",0,0,0,"WI",52.1
2004,"WI, Wood",55141,"Human infections and non-human activity",2,2,0,"WI",52.1
2004,"WY, Albany",56001,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Big Horn",56003,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Campbell",56005,"Human infections and non-human activity",2,1,0,"WY",52.1
2004,"WY, Converse",56009,"Human infections and non-human activity",1,1,0,"WY",52.1
2004,"WY, Crook",56011,"Human infections and non-human activity",1,0,0,"WY",52.1
2004,"WY, Fremont",56013,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Goshen",56015,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Johnson",56019,"Human infections and non-human activity",1,0,0,"WY",52.1
2004,"WY, Laramie",56021,"Human infections and non-human activity",1,0,0,"WY",52.1
2004,"WY, Natrona",56025,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Park",56029,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Platte",56031,"Human infections and non-human activity",1,0,0,"WY",52.1
2004,"WY, Sheridan",56033,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Sublette",56035,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Teton",56039,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Washakie",56043,"Non-human activity",0,0,0,"WY",52.1
2004,"WY, Weston",56045,"Human infections and non-human activity",3,0,0,"WY",52.1
2004,"PR, Fajardo",72053,"Non-human activity",0,0,0,"PR",52.1
2005,"AL, Baldwin",1003,"Human infections and non-human activity",0,0,1,"AL",53.4
2005,"AL, Bibb",1007,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Chambers",1017,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Colbert",1033,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Dallas",1047,"Human infections",1,0,0,"AL",53.4
2005,"AL, Elmore",1051,"Human infections",1,1,0,"AL",53.4
2005,"AL, Escambia",1053,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Etowah",1055,"Human infections",1,0,0,"AL",53.4
2005,"AL, Jefferson",1073,"Human infections and non-human activity",1,0,0,"AL",53.4
2005,"AL, Lee",1081,"Human infections and non-human activity",0,0,1,"AL",53.4
2005,"AL, Lowndes",1085,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Macon",1087,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Mobile",1097,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Montgomery",1101,"Human infections and non-human activity",6,5,2,"AL",53.4
2005,"AL, Pike",1109,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, St Clair",1115,"Non-human activity",0,0,0,"AL",53.4
2005,"AL, Shelby",1117,"Non-human activity",0,0,0,"AL",53.4
2005,"AZ, Apache",4001,"Human infections and non-human activity",1,1,0,"AZ",53.4
